"ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G513RC-HN061W Gaming Laptop  (15.6 Inch, Eclipse Gray, 2.10 Kg)","[['Sales Package', 'Laptop, Power Adapter, Warranty Documents, User Manual'], ['Model Number', 'G513RC-HN061W'], ['Part Number', '90NR08A5-M00330'], ['Model Name', 'G513RC-HN061W'], ['Series', 'ROG Strix G15'], ['Color', 'Eclipse Gray'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '4 Cell'], ['MS Office Provided', 'No']]"
"Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Laptop  (15.6 inch, Cloud Grey, 1.58 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15AMN7'], ['Part Number', '82VG00EQIN'], ['Model Name', '15AMN7'], ['Series', 'IdeaPad 1'], ['Color', 'Cloud Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]"
"ASUS Vivobook 15 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)","[['Sales Package', 'Laptop, Battery, Adapter, Cables and User Manuals'], ['Model Number', 'X515EA-EJ522WS'], ['Part Number', '90NB0TY2-M00JP0'], ['Model Name', 'X515EA-EJ522WS'], ['Series', 'Vivobook 15'], ['Color', 'Transparent Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '2 Cell'], ['MS Office Provided', 'Yes']]"
"ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)","[['Sales Package', 'Laptop, Power Adapter, Warranty Documents, User Manual'], ['Model Number', 'X1500EA-EJ311W'], ['Part Number', '90NB0TY6-M04P10'], ['Model Name', 'X1500EA-EJ311W'], ['Series', 'Vivobook 15'], ['Color', 'Transparent Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'No']]"
"ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz/70 TGP) FX506HF-HN075W Gaming Laptop  (15.6 Inch, Graphite Black, 2.30 kg)",[]
"HP 14s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '14s - dy2508TU'], ['Part Number', '6X360PA#ACJ'], ['Model Name', '14s - dy2508TU'], ['Series', '14s'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]"
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 5500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15ACH6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15ACH6'], ['Part Number', '82K20289IN'], ['Model Name', '15ACH6'], ['Series', 'IdeaPad Gaming 3'], ['Color', 'Shadow Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'No']]"
"MSI Bravo 15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX6550M/144 Hz) Bravo 15 B7ED-012IN Gaming Laptop  (15.6 inch, Black, 2.35 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'Bravo 15 B7ED-012IN'], ['Part Number', '9S7-158P11-012'], ['Model Name', 'Bravo 15 B7ED-012IN'], ['Series', 'Bravo 15'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'No']]"
"ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM702WS Thin and Light Laptop  (14 inch, Indie Black, 1.50 kg, With MS Office)",[]
"MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin and Light Laptop  (14 Inch, Urban Silver, 1.4 Kg)","[['Sales Package', 'Laptop, Power adapter'], ['Model Number', 'Modern 14 C7M-063IN'], ['Part Number', '9S7-14JK11-063'], ['Model Name', 'Modern 14 C7M-063IN'], ['Series', 'Modern 14'], ['Color', 'Urban Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking, Entertainment'], ['Power Supply', '65W adapter'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'No']]"
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.63 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15IAU7'], ['Part Number', '82RK00XDIN'], ['Model Name', '15IAU7'], ['Series', 'IdeaPad Slim 3'], ['Color', 'Arctic Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '65W Round Tip (3 Pin)'], ['MS Office Provided', 'Yes']]"
"SAMSUNG Galaxy Book3 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XFG-KB1IN Thin and Light Laptop  (15.6 Inch, Silver, 1.58 Kg, With MS Office)","[['Sales Package', 'Laptop, Adapter, Cable'], ['Model Number', 'NP750XFG-KB1IN'], ['Part Number', 'NP750XFG-KB1IN'], ['Series', 'Galaxy Book3'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '54 Wh 45 W USB Type-C Adapter'], ['MS Office Provided', 'Yes']]"
"DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (38 cm, Carbon Black, 1.65 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, adapter, cables and user manuals'], ['Model Number', 'New Inspiron 15 Laptop'], ['Part Number', 'D560896WIN9B'], ['Model Name', 'Inspiron 3520'], ['Color', 'Carbon Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 7 hours'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]"
"SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) NP550 Thin and Light Laptop  (15.6 Inch, Graphite, 1.80 Kg, With MS Office)",[]
